materialSampleID,sitename,verbatimEventDate,sex,measurementSide,verbatimLocality,scientificName,measurementValue,minimumChronometricAge,maximumChronometricAge,measurementType,individualID,measurementUnit,observationID
YGSP14133,Y330,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP14133,mm,c028017f-1a96-4c0d-a0c3-e75e8b8ecdbe
YGSP15020,ML006,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP15020,mm,6a74e23c-9089-4b32-80df-f0aa3c54a941
YGSP15020dw,ML006,,unknown,left,new,Sivalhippus cf. perimense,NA,8.787,NA,{metacaral proximal breadth},YGSP15020dw,mm,e3de377f-a2d3-4220-a0ed-e14200b2bd54
YGSP15997,Y395,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP15997,mm,e042ac0e-21d7-403d-bcd6-a2732fcffb69
YGSP15997dw,Y0395,,unknown,left,new,"Hipparion" sp.,NA,10.298,NA,{metacaral proximal breadth},YGSP15997dw,mm,6a19dd7b-a6a8-4344-8bc2-adbad97da5ac
YGSP16811,Y373,,unknown,left,new,"Hipparion" sp.,52.8,8.0,NA,{metacaral proximal breadth},YGSP16811,mm,8d4bc2e3-d199-45f2-9a3e-9e2c53c6201b
YGSP16811dw,Y0373,,unknown,left,new,Sivalhippus anwari,51.9,7.007,NA,{metacaral proximal breadth},YGSP16811dw,mm,93cb8b33-1106-41c2-8bda-a102fbec46bc
YGSP24257,Y182,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP24257,mm,751bfb2b-2a1e-4e78-acac-821ba7dd35af
YGSP2660,Y099,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP2660,mm,d6af4936-3f9f-444d-9e65-3ee439b9841f
YGSP2660dw,Y0099,,unknown,right,new,Cremohipparion antelopinum,NA,7.889,NA,{metacaral proximal breadth},YGSP2660dw,mm,263c7d6e-9239-4436-81dd-6bfc2676416c
YGSP291adw,Y0020,,unknown,right,new,Sivalhippus perimense,NA,7.992,NA,{metacaral proximal breadth},YGSP291adw,mm,b6bf26b4-bee2-4520-b497-fb08f79cfad9
YGSP3032dw,Y0119,,unknown,right,new,Cremohipparion antelopinum,39.8,8.327,NA,{metacaral proximal breadth},YGSP3032dw,mm,8b6760a7-72d2-42a7-9529-012894f1ae9a
YGSP3225,Y131,,unknown,left,new,"Hipparion" sp.,42,8.0,NA,{metacaral proximal breadth},YGSP3225,mm,2ab336da-b45a-4e46-a4a6-1f6f3c50f683
YGSP3225dw,Y0131,,unknown,left,new,Sivalhippus perimense,41.6,7.921,NA,{metacaral proximal breadth},YGSP3225dw,mm,a1a595b5-4ca1-4f3e-bed1-890a1757ab41
YGSP3225dw,Y0131,,unknown,left,new,Sivalhippus perimense,NA,7.921,NA,{metacaral proximal breadth},YGSP3225dw,mm,bf781762-65db-41ad-b709-602089d4b0ef
YGSP3537dw,Y0160,,unknown,left,new,Sivalhippus nagriensis,NA,9.296,NA,{metacaral proximal breadth},YGSP3537dw,mm,07faed71-414a-4ae8-aca6-7a1e49cd4353
YGSP3837,Y160,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP3837,mm,ff89c071-7acf-48fc-8d43-157574f46b0a
YGSP39181dw,Y0311,,unknown,right,new,Sivalhippus nagriensis,39.8,10.004,NA,{metacaral proximal breadth},YGSP39181dw,mm,55f3af85-2bfa-438c-aa51-15c57f956ad6
YGSP40382dw,Y0311,,unknown,left,new,Sivalhippus nagriensis,39.8,10.004,NA,{metacaral proximal breadth},YGSP40382dw,mm,3ed8b9ed-5cac-48fc-b988-dd7cf27ffdc4
YGSP4251dw,Y0182,,unknown,right,new,Sivalhippus nagriensis,NA,9.159,NA,{metacaral proximal breadth},YGSP4251dw,mm,12668901-d8fd-4f65-872e-e13494103844
YGSP4966,Y159,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP4966,mm,64e3f2c8-59a5-4b08-9978-65ae170ab969
YGSP4966dw,Y0159,,unknown,left,new,Sivalhippus nagriensis,NA,9.288,NA,{metacaral proximal breadth},YGSP4966dw,mm,6fd84dd7-1003-404e-a919-d6965f5b0a59
YGSP50308dw,Y0938,,unknown,right,new,Sivalhippus perimense,45.6,7.307,NA,{metacaral proximal breadth},YGSP50308dw,mm,a5799203-f9b6-4c0b-a6d7-cdd579ea17ee
YGSP52103dw,Y0028,,unknown,right,new,Cremohipparion antelopinum,42.1,8.327,NA,{metacaral proximal breadth},YGSP52103dw,mm,5a2b466e-e83f-49f6-96ba-96e2fccb12c6
YGSP5482,Y310,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP5482,mm,fc486623-ae5a-46e6-9916-c8cc80128e32
YGSP5482w,Y0310,,unknown,right,new,Sivalhippus nagriensis,NA,9.261,NA,{metacaral proximal breadth},YGSP5482w,mm,f07f3806-8ee9-4461-a7b1-8929e84a3bd1
YGSP6074dw,,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP6074dw,mm,9de012f6-4de1-42a7-a3d0-cde857d4ae49
YGSP6079,Y215,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP6079,mm,68a23a7b-2e04-4805-9546-52b90d92c637
YGSP7367dw,Y0243,,unknown,right,new,Sivalhippus nagriensis,44.3,9.17,NA,{metacaral proximal breadth},YGSP7367dw,mm,855f13b3-ee4b-4d1c-ab0f-2e403718071d
YGSP7371dw,Y0243,,unknown,left,new,Sivalhippus sp.,NA,9.17,NA,{metacaral proximal breadth},YGSP7371dw,mm,5fd57fb4-31a3-43c2-8fb9-fa85ca7113f6
YGSP7372,Y243,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},YGSP7372,mm,235237cf-6c65-4b1c-bee7-ae7ce26cec30
YGSP7372dw,Y0243,,unknown,right,new,Sivalhippus nagriensis,NA,9.17,NA,{metacaral proximal breadth},YGSP7372dw,mm,5aaf48d8-0891-4889-8b11-7020ea0a8e4a
YGSP7867,Y243,,unknown,right,new,"Hipparion" sp.,44.1,8.0,NA,{metacaral proximal breadth},YGSP7867,mm,d5be4d0b-fde3-4e37-a78a-a34d624820aa
YGSP3225,Y131,,unknown,left,new,"Hipparion" sp.,41.7,7.926,NA,{metacaral proximal breadth},YGSP3225,mm,012868bd-4fac-4dae-8e04-36dc179693ed
YGSP4966,Y159,,unknown,left,new,"Hipparion" sp.,NA,9.268,NA,{metacaral proximal breadth},YGSP4966,mm,b009bbf7-2186-44a5-bccf-fabe6fa21d8b
YGSP3537?**,Y160,,unknown,left,new,"Hipparion" sp.,NA,9.296,NA,{metacaral proximal breadth},YGSP3537?**,mm,263dd124-8127-43e1-a1ba-5dc3a5dc05ee
YGSP3830,Y160,,unknown,right,new,"Hipparion" sp.,NA,9.305,NA,{metacaral proximal breadth},YGSP3830,mm,8ef735c1-5fa3-41f3-83a8-030f66333a4e
YGSP4200,Y179,,unknown,left,new,"Hipparion" sp.,NA,?,NA,{metacaral proximal breadth},YGSP4200,mm,d2ed6cf3-151a-40e6-96a0-a21027b9d15c
YGSP4251,Y182,,unknown,right,new,"Hipparion" sp.,NA,9.159,NA,{metacaral proximal breadth},YGSP4251,mm,f15cb7e6-f73d-4035-9203-5b101fed8a58
YGSP6074**,Y215,,unknown,left,new,"Hipparion" sp.,NA,?,NA,{metacaral proximal breadth},YGSP6074**,mm,d93233db-d4a6-43be-9861-7baaf06c8616
YGSP3867**,Y243,,unknown,right,new,"Hipparion" sp.,44.5,9.17,NA,{metacaral proximal breadth},YGSP3867**,mm,2dc484df-9366-40fe-901b-065de94edab1
YGSP7371,Y243,,unknown,left,new,"Hipparion" sp.,NA,9.17,NA,{metacaral proximal breadth},YGSP7371,mm,1f3e475b-7774-43b2-9b59-be3e170a0a07
YGSP7372,Y243,,unknown,right,new,"Hipparion" sp.,NA,9.17,NA,{metacaral proximal breadth},YGSP7372,mm,32867184-086f-4ab2-9fea-c3a90ea1d56d
YGSP8952,Y251,,unknown,right,new,"Hipparion" sp.,NA,9.958,NA,{metacaral proximal breadth},YGSP8952,mm,bd7f98d5-078d-4e66-9db1-7ee440fe37cc
YGSP12693,Y270,,unknown,right,new,"Hipparion" sp. sm.,39.4,9.335,NA,{metacaral proximal breadth},YGSP12693,mm,1851a678-2b73-42be-9e60-bc917e5035e4
YGSP12693,Y270,,unknown,right,new,"Hipparion" sp. sm.,NA,9.335,NA,{metacaral proximal breadth},YGSP12693,mm,fcdff8a3-e80a-4e00-9ea0-4c28fa64ac62
YGSP10302,Y310,,unknown,right,new,"Hipparion" sp.,NA,9.261,NA,{metacaral proximal breadth},YGSP10302,mm,689ecdab-7a70-4628-a294-412c3b9c83df
YGSP5482,Y310,,unknown,right,new,"Hipparion" sp.,NA,9.261,NA,{metacaral proximal breadth},YGSP5482,mm,8a9a4103-55e2-4648-9bbf-991df38ba728
YGSP10452,Y311,,unknown,right,new,"Hipparion" sp.,NA,10.004,NA,{metacaral proximal breadth},YGSP10452,mm,3606a7c9-ae24-47ac-8715-3ae639115eda
YGSP10887,Y312,,unknown,left,new,"Hipparion" sp.,NA,9.29,NA,{metacaral proximal breadth},YGSP10887,mm,0086dc36-91f5-4a40-bce2-059141a00cbb
YGSP11015,Y313,,unknown,left,new,"Hipparion" sp.,NA,9.259,NA,{metacaral proximal breadth},YGSP11015,mm,16f8d586-ce5d-4f1d-8eb3-823a43ce3730
YGSP11011,Y314,,unknown,right,new,"Hipparion" sp.,NA,9.246,NA,{metacaral proximal breadth},YGSP11011,mm,43c3eaa6-cf12-4846-9761-d209e3374cae
YGSP1672,Y317,,unknown,right,new,"Hipparion" sp.,44.8,9.175,NA,{metacaral proximal breadth},YGSP1672,mm,51ce329c-0698-4a95-83da-a0cd190e5902
YGSP11133,Y330,,unknown,right,new,"Hipparion" sp.,NA,9.623,NA,{metacaral proximal breadth},YGSP11133,mm,82e1e38e-3e86-4316-9b19-6606872af465
YGSP12478,Y330,,unknown,left,new,"Hipparion" sp.,NA,9.628,NA,{metacaral proximal breadth},YGSP12478,mm,d04135a7-adf5-4721-aa41-b6285885fcf2
YGSP13631,Y350,,unknown,right,new,"Hipparion" sp.,42.7,9.3,NA,{metacaral proximal breadth},YGSP13631,mm,03195ef0-440b-46b7-95a2-06c2e6ef9e9a
YGSP16811,Y373,,unknown,left,new,"Hipparion" sp. v. lg.,52.6,7.007,NA,{metacaral proximal breadth},YGSP16811,mm,b3fc35af-11b1-41fe-bc82-c0472d2fb8c5
YGSP15997,Y395,,unknown,left,new,"Hipparion" sp.,NA,10.298,NA,{metacaral proximal breadth},YGSP15997,mm,0977bc6e-fa6a-4574-9e36-30960669e5b3
FAM22933,,,unknown,no record,new,"Hipparion" sp.,0,8.0,NA,{metacaral proximal breadth},FAM22933,mm,f5509aaf-e430-4fad-8dec-1ee3860b2fa2
FAM23054,,,unknown,no record,new,"Hipparion" sp.,32.8,8.0,NA,{metacaral proximal breadth},FAM23054,mm,0847d8f3-9657-498b-8506-097746bb7149
FAM23054b,,,unknown,no record,new,"Hipparion" sp.,28.9,8.0,NA,{metacaral proximal breadth},FAM23054b,mm,9371a13a-7370-4dd8-970d-e18b06326062
FAM23054c,,,unknown,no record,new,"Hipparion" sp.,29.3,8.0,NA,{metacaral proximal breadth},FAM23054c,mm,099c4252-3bde-428b-bcdc-2c10162d71ad
FAM23054d,,,unknown,no record,new,"Hipparion" sp.,30.4,8.0,NA,{metacaral proximal breadth},FAM23054d,mm,d92c7dec-70c1-4745-802c-cf4008a98300
FAM23054e,,,unknown,no record,new,"Hipparion" sp.,33.5,8.0,NA,{metacaral proximal breadth},FAM23054e,mm,8447125a-36f7-4099-a598-37d7cdc72cc4
FAMQ5Lg,,,unknown,no record,new,"Hipparion" sp.,34.8,8.0,NA,{metacaral proximal breadth},FAMQ5Lg,mm,ea48f89c-1cec-4e9a-8952-15fd6fa53162
MAR36/633,,,unknown,norecord,new,"Hipparion" sp.,39.33,8.0,NA,{metacaral proximal breadth},MAR36/633,mm,a9a48b7b-9c7c-4c61-944e-6227ea637978
MAR37/635,,,unknown,norecord,new,"Hipparion" sp.,32.17,8.0,NA,{metacaral proximal breadth},MAR37/635,mm,73b857db-0e6a-4fc9-a5e9-c3f29511f575
MAR38/645,,,unknown,norecord,new,"Hipparion" sp.,39.7,8.0,NA,{metacaral proximal breadth},MAR38/645,mm,3c6cd685-f3f6-4dbb-be96-12fa78c979b8
MAR39/648,,,unknown,norecord,new,"Hipparion" sp.,40.04,8.0,NA,{metacaral proximal breadth},MAR39/648,mm,cc0cb5bb-7f01-4cb5-a0ae-8e694ab135b0
MAR40/641,,,unknown,norecord,new,"Hipparion" sp.,39.07,8.0,NA,{metacaral proximal breadth},MAR40/641,mm,54819189-5289-4a36-ae25-e0b4d270d37d
MAR41/629,,,unknown,norecord,new,"Hipparion" sp.,29.93,8.0,NA,{metacaral proximal breadth},MAR41/629,mm,8589de4f-0f80-42a7-8058-60c5486fe22a
MAR42/634,,,unknown,norecord,new,"Hipparion" sp.,31.54,8.0,NA,{metacaral proximal breadth},MAR42/634,mm,a49b2b48-f597-4df0-8ba0-3fba1a25dd5d
MAR43/642,,,unknown,norecord,new,"Hipparion" sp.,33.79,8.0,NA,{metacaral proximal breadth},MAR43/642,mm,a2880de5-ae61-444a-b152-f596c5d69ab8
MAR44/637,,,unknown,norecord,new,"Hipparion" sp.,33.7,8.0,NA,{metacaral proximal breadth},MAR44/637,mm,90fe6bd3-ddec-4c0b-82ab-1b0ed42b154f
MAR45/630,,,unknown,norecord,new,"Hipparion" sp.,32.39,8.0,NA,{metacaral proximal breadth},MAR45/630,mm,c6da5592-45dd-4605-bcb2-91e1f1917f2c
MAR46/640,,,unknown,norecord,new,"Hipparion" sp.,37.48,8.0,NA,{metacaral proximal breadth},MAR46/640,mm,cbc152bd-ae33-46a8-bdab-fc083d758739
MAR47/649,,,unknown,norecord,new,"Hipparion" sp.,36.1,7.8,NA,{metacaral proximal breadth},MAR47/649,mm,3f044a44-9c61-41a6-8b8d-d0b0e08a5be0
MAR48/643,,,unknown,norecord,new,"Hipparion" sp.,36.26,8.0,NA,{metacaral proximal breadth},MAR48/643,mm,50771976-f0be-4491-bb9b-8963544180a0
MAR49/647,,,unknown,norecord,new,"Hipparion" sp.,39.31,8.0,NA,{metacaral proximal breadth},MAR49/647,mm,09824018-70ca-4399-80b1-3be41529b556
MAR50/646,,,unknown,norecord,new,"Hipparion" sp.,38.76,8.0,NA,{metacaral proximal breadth},MAR50/646,mm,a1877631-eeae-4e09-a094-f2b75fc1ed1d
MAR51/632,,,unknown,norecord,new,"Hipparion" sp.,37.24,7.9,NA,{metacaral proximal breadth},MAR51/632,mm,87e6cede-635f-4ccd-b3e1-8c5067c6c92c
MAR52/638,,,unknown,norecord,new,"Hipparion" sp.,37.37,8.0,NA,{metacaral proximal breadth},MAR52/638,mm,6726616f-0286-4e81-8a7f-fc4fcf94cd7e
MAR53/639,,,unknown,norecord,new,"Hipparion" sp.,42.04,8.0,NA,{metacaral proximal breadth},MAR53/639,mm,17e12dfc-1ffd-4b1c-a7ba-7a3f7c3bf758
MAR54/636,,,unknown,norecord,new,"Hipparion" sp.,41.11,8.0,NA,{metacaral proximal breadth},MAR54/636,mm,850aca82-9611-4b1c-8f7e-58da9509b094
MAR55/631,,,unknown,norecord,new,"Hipparion" sp.,42.62,8.0,NA,{metacaral proximal breadth},MAR55/631,mm,b09dda2e-b723-46ee-91f8-f2cb0e27827d
MMTT11/68,11,,unknown,left,new,"Hipparion" sp.,NA,7.9,NA,{metacaral proximal breadth},MMTT11/68,mm,d1f90932-4bf2-472e-9afc-e0e74e1bfc29
MMTT13/,Q13,,unknown,left,new,"Hipparion" sp.,NA,7.9,NA,{metacaral proximal breadth},MMTT13/,mm,e248df7a-7bdb-4128-8c45-22317e67b2e6
MMTT13/1154,Q13,,unknown,right,new,"Hipparion" sp.,37.7,7.9,NA,{metacaral proximal breadth},MMTT13/1154,mm,b7948126-615b-47fb-8b79-beec3dcbe04c
MMTT13/1319,Q13,,unknown,right,new,"Hipparion" sp.,NA,7.9,NA,{metacaral proximal breadth},MMTT13/1319,mm,23345bf2-7e16-41d0-95cf-b8a81b82ec8a
MMTT13/1328,Q13,,unknown,right,new,"Hipparion" sp.,NA,7.9,NA,{metacaral proximal breadth},MMTT13/1328,mm,9ced59a1-1923-4763-b458-ae2f8a933462
MMTT13/2552,Q13,,unknown,right,new,"Hipparion" sp.,33.6,7.9,NA,{metacaral proximal breadth},MMTT13/2552,mm,69a789a9-f358-43c1-8cba-d7a70cb63329
MMTT14/1525,Q14,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},MMTT14/1525,mm,7dd5aefe-2799-4ef0-8218-10cc9c75c530
MMTT14/1529,Q14,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},MMTT14/1529,mm,515acecc-2522-42e1-bc84-b223dbdce29d
MMTT1905-15.26/644,,,unknown,norecord,new,"Hipparion" sp.,36.73,8.0,NA,{metacaral proximal breadth},MMTT1905-15.26/644,mm,825f36b1-9edf-4464-8730-9ac093f2f571
MMTT20/1656, ,,unknown,left,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},MMTT20/1656,mm,730a56fc-ce83-4dca-982f-570a1aea35dd
MMTT20/1657, ,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},MMTT20/1657,mm,c0b271ea-49c4-4fe6-b61e-5df2c40e0ef7
MMTT31/1804, ,,unknown,left,new,"Hipparion" sp.,36.4,7.9,NA,{metacaral proximal breadth},MMTT31/1804,mm,5297febc-b552-4641-bb61-9ae1e7a67a71
MMTT31/2194, ,,unknown,right,new,"Hipparion" sp.,38.7,7.9,NA,{metacaral proximal breadth},MMTT31/2194,mm,9f5b28c6-12b1-42db-a5ac-bbae7fa25aa0
MMTT37/2046,Q37,,unknown,left,new,"Hipparion" sp.,37.3,7.5,NA,{metacaral proximal breadth},MMTT37/2046,mm,f14b1773-eff6-4cd6-b683-96a6196702ad
MMTT6/122, ,,unknown,right,new,"Hipparion" sp.,NA,8.0,NA,{metacaral proximal breadth},MMTT6/122,mm,b91aef5c-fcf5-4b23-83b6-b1b128349b05
MMTTNonumbB,13?,,unknown,left,new,"Hipparion" sp.,38.1,8.0,NA,{metacaral proximal breadth},MMTTNonumbB,mm,679d42a2-4615-40db-8ed7-efd9eda6582b
MMTTNonumbC,,,unknown,left,new,"Hipparion" sp.,37.7,8.0,NA,{metacaral proximal breadth},MMTTNonumbC,mm,0a186c4c-12f5-4337-85eb-e17ed22fe245
MNHNMar3110dw,,,unknown,norecord,new,"Hipparion" sp.,36.2,8.0,NA,{metacaral proximal breadth},MNHNMar3110dw,mm,bfd55722-fce6-454d-95f9-7b8ca0615aab
MNHNMAR3111ma,,,unknown,norecord,new,"Hipparion" sp.,39.6,8.0,NA,{metacaral proximal breadth},MNHNMAR3111ma,mm,8da33860-2590-46c8-99ad-d7bf986e7ff7
MNHNMAR3112ma,,,unknown,norecord,new,"Hipparion" sp.,40,8.0,NA,{metacaral proximal breadth},MNHNMAR3112ma,mm,d3568700-ddda-4545-a5e7-575a249baedd
MNHNMar3113dw,,,unknown,norecord,new,"Hipparion" sp.,32.9,8.0,NA,{metacaral proximal breadth},MNHNMar3113dw,mm,a07b7d36-fd63-4709-bcf2-6b7fda9e4feb
MNHNMar3114dw,,,unknown,norecord,new,"Hipparion" sp.,33.4,8.0,NA,{metacaral proximal breadth},MNHNMar3114dw,mm,55d7ba58-4355-4b16-8d3b-937931c21915
MNHNMar3115dw,,,unknown,norecord,new,"Hipparion" sp.,32.4,8.0,NA,{metacaral proximal breadth},MNHNMar3115dw,mm,c6ced2fb-aba0-4a55-978d-6ed61723c845
MNHNMar3117bdw,,,unknown,norecord,new,"Hipparion" sp.,37.9,8.0,NA,{metacaral proximal breadth},MNHNMar3117bdw,mm,cd69644d-9796-45f1-86b1-2ee33464e014
MNHNMar3648or1935or394dw,,,unknown,norecord,new,"Hipparion" sp.,38.3,8.0,NA,{metacaral proximal breadth},MNHNMar3648or1935or394dw,mm,8fa35fb1-5835-45ed-9397-a7ab3b23b863
MNHNMAR3649ma,,,unknown,norecord,new,"Hipparion" sp.,38,8.0,NA,{metacaral proximal breadth},MNHNMAR3649ma,mm,72c94c18-6992-4d4c-b018-65866dafb67c
MNHNMar36dw,,,unknown,norecord,new,"Hipparion" sp.,39.4,8.0,NA,{metacaral proximal breadth},MNHNMar36dw,mm,ec1e3927-4406-4fad-a589-dc458f419b4f
MNHNMar37dw,,,unknown,norecord,new,"Hipparion" sp.,32.1,8.0,NA,{metacaral proximal breadth},MNHNMar37dw,mm,defc5ed7-c925-4bd1-aaf3-f6fe66bdd68b
MNHNMar38dw,,,unknown,norecord,new,"Hipparion" sp.,39.7,8.0,NA,{metacaral proximal breadth},MNHNMar38dw,mm,2e762f18-2585-4fab-9be9-a65b0614c246
MNHNMAR39ma,,,unknown,norecord,new,"Hipparion" sp.,40,8.0,NA,{metacaral proximal breadth},MNHNMAR39ma,mm,cdff35c2-4e2b-41fb-b952-7f3d2b13f1d2
MNHNMar40dw,,,unknown,norecord,new,"Hipparion" sp.,38.6,8.0,NA,{metacaral proximal breadth},MNHNMar40dw,mm,b1b58409-2cf2-464a-8af4-ffe0249707a2
MNHNMar41dw,,,unknown,norecord,new,"Hipparion" sp.,29.9,8.0,NA,{metacaral proximal breadth},MNHNMar41dw,mm,209a7664-de77-4941-b864-6203a19f7966
MNHNMar42dw,,,unknown,norecord,new,"Hipparion" sp.,31.7,8.0,NA,{metacaral proximal breadth},MNHNMar42dw,mm,903be325-b34a-47bc-83f1-f81d36979b75
MNHNMar43dw,,,unknown,norecord,new,"Hipparion" sp.,33.9,8.0,NA,{metacaral proximal breadth},MNHNMar43dw,mm,88493483-3190-4e98-9bdd-bb8ead6a0ab7
MNHNMar44dw,,,unknown,norecord,new,"Hipparion" sp.,33.7,8.0,NA,{metacaral proximal breadth},MNHNMar44dw,mm,840ea1b2-5d03-45b7-85e4-a4496888c8ac
MNHNMar45dw,,,unknown,norecord,new,"Hipparion" sp.,32.3,8.0,NA,{metacaral proximal breadth},MNHNMar45dw,mm,3fee1abb-96e4-4822-a522-528d4cda3d7b
MNHNMar46dw,,,unknown,norecord,new,"Hipparion" sp.,37.6,8.0,NA,{metacaral proximal breadth},MNHNMar46dw,mm,300114c7-85e6-44dd-82f8-1ff1977efbf0
MNHNMar47adw,,,unknown,norecord,new,"Hipparion" sp.,37,8.0,NA,{metacaral proximal breadth},MNHNMar47adw,mm,3cad8ffb-dc41-471e-9281-7cecbefa7cbc
MNHNMar48dw,,,unknown,norecord,new,"Hipparion" sp.,37.5,8.0,NA,{metacaral proximal breadth},MNHNMar48dw,mm,1e783d10-168b-4c3d-9737-918a52c4667d
MNHNMar49dw,,,unknown,norecord,new,"Hipparion" sp.,39.2,8.0,NA,{metacaral proximal breadth},MNHNMar49dw,mm,d980ce37-061d-4791-9aaf-c1c435c7e227
MNHNMAR50ma,,,unknown,norecord,new,"Hipparion" sp.,39,8.0,NA,{metacaral proximal breadth},MNHNMAR50ma,mm,69f4a61a-1539-463b-bc4f-dc893fd82fe3
MNHNMAR51ma,,,unknown,norecord,new,"Hipparion" sp.,37.6,8.0,NA,{metacaral proximal breadth},MNHNMAR51ma,mm,95083015-25f5-4dd3-b6d6-2d0850460a04
MNHNMAR52ma,,,unknown,norecord,new,"Hipparion" sp.,37.1,8.0,NA,{metacaral proximal breadth},MNHNMAR52ma,mm,6892aacb-d557-4412-98cc-e0df4b90a7f4
MNHNMar53dw,,,unknown,norecord,new,"Hipparion" sp.,41.6,8.0,NA,{metacaral proximal breadth},MNHNMar53dw,mm,45bbb04a-1593-46ce-a2f8-e07fd5fb270c
MNHNMar54or139dw,,,unknown,norecord,new,"Hipparion" sp.,43.1,8.0,NA,{metacaral proximal breadth},MNHNMar54or139dw,mm,83d3e623-e878-421c-a104-f48c4f693dfb
MNHNMAR55ma,,,unknown,norecord,new,"Hipparion" sp.,42.6,8.0,NA,{metacaral proximal breadth},MNHNMAR55ma,mm,3d4cab8b-1bb1-4495-8f8c-30f1af178595
RP144,,,unknown,no record,new,Cremohipparion aff. matthewi,32.3,8.0,NA,{metacaral proximal breadth},RP144,mm,e236398f-d8d9-4b85-8452-55f8c791da6f
NHMW4220a,,,unknown,left,new,Hippotherium primigeneium,39,10.5,NA,{metacaral proximal breadth},NHMW4220a,mm,fa7ae930-fcb0-43c8-9662-a2cf2ce40a0a
NHMW4220b,,,unknown,no record,new,Hippotherium primigeneium,35.5,10.5,NA,{metacaral proximal breadth},NHMW4220b,mm,d0484b67-00f3-4f4a-83dc-3dfc148a0724
NHMW4220c,,,unknown,no record,new,Hippotherium primigeneium,34.3,10.5,NA,{metacaral proximal breadth},NHMW4220c,mm,ba62f0cd-fca1-4ee9-bfa1-42fd1432da71
NHMWA4225,,,unknown,no record,new,Hippotherium primigeneium,37.4,10.5,NA,{metacaral proximal breadth},NHMWA4225,mm,1974adb1-103b-4e78-96f2-751a4fe53b33
NHMW1383/1,,,unknown,right,new,Hippotherium primigeneium,35.7,10.5,NA,{metacaral proximal breadth},NHMW1383/1,mm,ca0c11d6-4f8a-429a-9210-319e3b1a1256
NHMW1383/3,,,unknown,right,new,Hippotherium primigeneium,38,10.5,NA,{metacaral proximal breadth},NHMW1383/3,mm,d525e915-abfc-4957-8402-38882bcdc3d4
NHMW2383/2,,,unknown,right,new,Hippotherium primigeneium,36.5,10.5,NA,{metacaral proximal breadth},NHMW2383/2,mm,5bbc45d3-6108-41f1-b188-01ab80c60636
NHMW1384/,,,unknown,left,new,Hippotherium primigeneium,33.5,10.5,NA,{metacaral proximal breadth},NHMW1384/,mm,865760f1-41ac-4406-85eb-5e59c6d27284
NHMW1384/,,,unknown,right,new,Hippotherium primigeneium,35.8,10.5,NA,{metacaral proximal breadth},NHMW1384/,mm,9e0da212-6e02-455a-8846-9fe39b402223
NHMW408-1961,Prottes,,unknown,left,new,Hippotherium microdon,37.3,10.5,NA,{metacaral proximal breadth},NHMW408-1961,mm,c4b6d733-0939-49c3-b36a-cd9e3d89c032
NHMW4219****,Laaerberg,,unknown,left,new,Hippotherium primigeneium,37.4,10.5,NA,{metacaral proximal breadth},NHMW4219****,mm,e2ca1b39-908e-453d-b534-4ca6d8c8deb2
PIUWRLB0414,Laaerberg,,unknown,right,new,Hippotherium primigeneium,37.3,10.5,NA,{metacaral proximal breadth},PIUWRLB0414,mm,415b95d7-eafa-4851-9aea-3f6fbb8dd3b0
NHMWRLB0439,Stratzling,,unknown,right,new,Hippotherium primigeneium,37.1,10.5,NA,{metacaral proximal breadth},NHMWRLB0439,mm,626ad58f-faca-4915-b34d-a6d3917460b3
PIUWRLB0416,Stratzling,,unknown,right,new,Hippotherium primigeneium,NA,10.5,NA,{metacaral proximal breadth},PIUWRLB0416,mm,7c66b26b-2bcd-45c7-a805-a0f8d9ee1238
PIUWRLB0419,Voesendorf,,unknown,left,new,Hippotherium primigeneium,38,10.5,NA,{metacaral proximal breadth},PIUWRLB0419,mm,d616bce0-685f-4c1b-918a-ecc04db4e958
PIUWRLB0423,Voesendorf,,unknown,right,new,Hippotherium primigeneium,34.1,10.5,NA,{metacaral proximal breadth},PIUWRLB0423,mm,69a5410f-8ca4-4a2f-9335-6712cac3920e
