,individualID,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,datum,pointElevationInMeters,trait,measurement
321,MVZ 121894,40.201986,-121.228385,1.609,NAD27,1310.64,hind foot length,57.0
322,MVZ 122546,41.307572,-122.328516,0.195,NAD27,1048.512,hind foot length,55.0
323,MVZ 122547,41.307572,-122.328516,0.195,NAD27,1048.512,hind foot length,55.0
324,MVZ 125666,34.086999999999996,-118.473699,0.1,NAD27,91.44,hind foot length,53.0
325,MVZ 125668,34.086999999999996,-118.473699,0.1,NAD27,91.44,hind foot length,50.0
326,MVZ 125669,34.086999999999996,-118.473699,0.1,NAD27,91.44,hind foot length,48.0
327,MVZ 128574,34.2523521,-117.07696200000001,1.349,NAD27,1981.2,hind foot length,
328,MVZ 128575,38.151055,-120.01367900000001,8.0467,NAD27,1828.8000000000002,hind foot length,
329,MVZ 13022,41.3783019,-122.825497,2.5878,NAD27,,hind foot length,59.0
330,MVZ 13027,41.2275573,-122.38205900000001,0.415,NAD27,1656.2832,hind foot length,57.0
331,MVZ 13028,41.2275573,-122.38205900000001,0.415,NAD27,1656.2832,hind foot length,55.0
332,MVZ 132595,39.490667200000004,-122.688926,4.09,NAD27,426.72,hind foot length,53.0
333,MVZ 132596,39.5128001,-123.079466,0.043,NAD27,1676.4,hind foot length,
334,MVZ 13855,37.630297,-121.51368799999999,3.219,NAD27,,hind foot length,56.0
335,MVZ 13856,36.95177,-119.692108,1.207,NAD27,,hind foot length,
336,MVZ 13857,37.217068,-119.90473200000001,0.80467,NAD27,286.512,hind foot length,55.0
337,MVZ 13858,37.217068,-119.90473200000001,0.80467,NAD27,286.512,hind foot length,57.0
338,MVZ 13861,36.059519,-119.31074,0.402,NAD27,79.248,hind foot length,
339,MVZ 13862,36.059519,-119.31074,0.402,NAD27,79.248,hind foot length,
340,MVZ 138949,39.7601184,-121.77806000000001,1.308,NAD27,,hind foot length,56.0
341,MVZ 138950,39.608139,-121.952233,0.484,NAD27,,hind foot length,53.0
342,MVZ 138953,40.0206377,-122.01965600000001,6.278,NAD27,,hind foot length,57.0
343,MVZ 138956,40.2963235,-122.30326200000002,3.735,NAD27,,hind foot length,
344,MVZ 138957,40.07522,-122.10795,7.854,NAD27,,hind foot length,
345,MVZ 138958,40.73111,-122.94083,1.932781,NAD27,,hind foot length,55.0
346,MVZ 138959,39.10553,-121.53687,0.386,NAD27,,hind foot length,60.0
347,MVZ 138961,39.1488,-121.568,0.7559999999999999,NAD27,,hind foot length,55.0
348,MVZ 138965,39.932404999999996,-121.059853,1.609,NAD27,,hind foot length,
349,MVZ 1406,33.9150671,-116.78444099999999,0.6096,NAD27,,hind foot length,
350,MVZ 1407,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,hind foot length,
351,MVZ 1409,33.9150671,-116.78444099999999,0.6096,NAD27,518.1600000000001,hind foot length,
352,MVZ 1412,33.9150671,-116.78444099999999,0.6096,NAD27,518.1600000000001,hind foot length,
353,MVZ 1417,33.933586299999995,-116.881026,1.609,NAD27,670.5600000000001,hind foot length,
354,MVZ 149698,36.3785176,-121.556821,2.5,WGS84,487.68,hind foot length,52.0
355,MVZ 15138,35.8384477,-118.450732,2.8160000000000003,NAD27,853.44,hind foot length,
356,MVZ 15139,35.6692,-118.0371,1.0,NAD27,1402.0800000000002,hind foot length,
357,MVZ 15145,35.69,-118.2981,1.0,NAD27,1249.68,hind foot length,55.0
358,MVZ 15146,35.830658,-118.29175,0.03,NAD27,2133.6,hind foot length,
359,MVZ 15147,35.830658,-118.29175,0.03,NAD27,2133.6,hind foot length,
360,MVZ 15149,35.830658,-118.29175,0.03,NAD27,2133.6,hind foot length,
361,MVZ 15155,36.477786,-118.142063,0.03,NAD27,3048.0,hind foot length,
362,MVZ 152136,39.3213902,-120.84537399999999,0.13518,NAD27,,hind foot length,53.0
363,MVZ 1560,33.925,-116.63799999999999,1.0,NAD27,344.42400000000004,hind foot length,
364,MVZ 159815,39.3213902,-120.84537399999999,0.13518,NAD27,1310.64,hind foot length,50.0
365,MVZ 159816,39.3213902,-120.84537399999999,0.13518,NAD27,1310.64,hind foot length,50.0
366,MVZ 160572,38.052271000000005,-121.00416000000001,0.193,NAD27,38.1,hind foot length,57.0
367,MVZ 1760,33.8042231,-116.659361,1.3716,NAD27,2743.2000000000003,hind foot length,
368,MVZ 17755,36.5782,-118.1069,1.0,NAD27,1371.6000000000001,hind foot length,
369,MVZ 17756,36.813217,-118.31913899999999,0.03,NAD27,2286.0,hind foot length,
370,MVZ 17831,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,hind foot length,
371,MVZ 17832,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,hind foot length,
372,MVZ 17833,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,hind foot length,
373,MVZ 17834,40.0451166,-122.095649,3.2489999999999997,NAD27,79.248,hind foot length,
374,MVZ 17835,39.58918,-122.54393999999999,7.01996,NAD27,213.36,hind foot length,55.0
375,MVZ 17836,39.58918,-122.54393999999999,7.01996,NAD27,213.36,hind foot length,58.0
376,MVZ 17838,39.58918,-122.54393999999999,7.01996,NAD27,213.36,hind foot length,58.0
377,MVZ 17839,38.8863534,-122.24026200000002,0.624,NAD27,152.4,hind foot length,58.0
378,MVZ 17840,38.357561600000004,-122.04165800000001,7.541,NAD27,213.36,hind foot length,53.0
379,MVZ 17841,38.357561600000004,-122.04165800000001,7.541,NAD27,213.36,hind foot length,55.0
380,MVZ 17845,39.6079291,-121.670523,0.04345,NAD27,60.96,hind foot length,61.0
381,MVZ 17847,37.8785684,-122.08665500000001,6.252000000000001,NAD27,60.96,hind foot length,56.0
382,MVZ 17848,37.8816953,-121.91304199999999,1.662,NAD27,533.4,hind foot length,57.0
383,MVZ 17849,37.8816953,-121.91304199999999,1.662,NAD27,533.4,hind foot length,59.0
384,MVZ 183731,37.8978545,-122.310427,2.56,NAD27,68.58,hind foot length,60.0
385,MVZ 183732,37.8978545,-122.310427,2.56,NAD27,68.58,hind foot length,26.0
386,MVZ 18661,39.2570834,-120.71243799999999,0.455,NAD27,1463.04,hind foot length,
387,MVZ 19204,37.875069,-122.245186,0.402,NAD27,,hind foot length,57.0
388,MVZ 201344,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,hind foot length,
389,MVZ 201345,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,hind foot length,
390,MVZ 20328,39.5155,-123.15104,4.645,NAD27,1371.6000000000001,hind foot length,
391,MVZ 207146,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,hind foot length,
392,MVZ 207147,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,hind foot length,
393,MVZ 207148,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,hind foot length,
394,MVZ 207149,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,hind foot length,
395,MVZ 207152,37.6248,-120.56688,0.10142000000000001,WGS84,70.104,hind foot length,
396,MVZ 207153,37.6248,-120.56688,0.251419,WGS84,70.104,hind foot length,
397,MVZ 207154,37.75606,-120.08596000000001,0.251419,WGS84,897.9408000000001,hind foot length,
398,MVZ 207155,37.75606,-120.08596000000001,0.251419,WGS84,897.9408000000001,hind foot length,
399,MVZ 207156,37.84486,-119.58945,0.1,WGS84,2587.752,hind foot length,
400,MVZ 207161,37.7409,-119.40803999999999,0.15142,WGS84,2204.9232,hind foot length,
401,MVZ 207162,37.74069,-119.41023,0.10142000000000001,WGS84,2199.4368,hind foot length,
402,MVZ 207163,37.74069,-119.41025,0.10142000000000001,WGS84,2199.4368,hind foot length,
403,MVZ 207164,37.74051,-119.41345,0.10142000000000001,WGS84,2199.4368,hind foot length,
404,MVZ 207166,37.75456,-119.74298,0.20142000000000002,WGS84,2012.8992,hind foot length,
405,MVZ 207167,37.75456,-119.74298,0.20142000000000002,WGS84,2012.8992,hind foot length,
406,MVZ 208499,37.90028,-119.12977,0.0,WGS84,2214.3720000000003,hind foot length,
407,MVZ 2154,33.7633397,-116.664705,1.3716,NAD27,2438.4,hind foot length,
408,MVZ 2155,33.7633397,-116.664705,1.3716,NAD27,2438.4,hind foot length,
409,MVZ 216227,37.90028,-119.12977,0.0,WGS84,2214.3720000000003,hind foot length,
410,MVZ 216228,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,hind foot length,
411,MVZ 216230,37.74899,-119.83861999999999,0.213,WGS84,508.4064,hind foot length,
412,MVZ 216231,37.74899,-119.83861999999999,0.213,WGS84,508.4064,hind foot length,
413,MVZ 21851,37.674352,-119.781173,0.6096,NAD27,609.6,hind foot length,59.0
414,MVZ 21852,37.674352,-119.781173,0.6096,NAD27,609.6,hind foot length,51.0
415,MVZ 21853,37.746327,-119.77586299999999,9.656,NAD27,1463.04,hind foot length,51.0
416,MVZ 21854,37.52078,-120.43822,0.402,NAD27,60.96,hind foot length,58.0
417,MVZ 2217,33.612232299999995,-116.630609,1.609,NAD27,2072.6400000000003,hind foot length,
418,MVZ 22657,37.652399,-119.70271699999999,0.03,NAD27,1889.76,hind foot length,55.0
419,MVZ 22658,37.756856,-119.799191,1.219,NAD27,1920.24,hind foot length,58.0
420,MVZ 22659,37.748057,-119.83516000000002,0.366,NAD27,1645.92,hind foot length,54.0
421,MVZ 22660,37.756431,-119.582057,4.184,NAD27,2164.08,hind foot length,57.0
422,MVZ 22661,37.67666,-119.580087,1.609,NAD27,2225.04,hind foot length,58.0
423,MVZ 22958,37.659263,-120.28745,1.158,NAD27,182.88,hind foot length,57.0
424,MVZ 22959,37.74276,-120.15718000000001,3.347,NAD83,975.36,hind foot length,54.0
425,MVZ 22960,37.736686,-119.59821200000002,6.437,NAD27,1219.2,hind foot length,59.0
426,MVZ 22961,37.74276,-120.15718000000001,3.347,NAD83,975.36,hind foot length,53.0
427,MVZ 23272,37.739477,-119.397231,1.0668,NAD27,2286.0,hind foot length,60.0
428,MVZ 23274,37.835881,-119.77732900000001,0.402,NAD27,1950.72,hind foot length,
429,MVZ 2688,34.009370000000004,-117.2591,4.313,NAD27,,hind foot length,58.0
430,MVZ 2706,33.7912634,-116.67606200000002,1.609,NAD27,1493.52,hind foot length,
431,MVZ 27501,36.571878000000005,-118.055553,0.03,NAD27,,hind foot length,51.0
432,MVZ 27503,36.826074,-118.214801,0.03,NAD27,1188.72,hind foot length,
433,MVZ 27509,36.573161,-117.479799,1.609,NAD27,1920.24,hind foot length,55.0
434,MVZ 27510,36.573161,-117.479799,1.609,NAD27,1920.24,hind foot length,57.0
435,MVZ 27511,36.573161,-117.479799,1.609,NAD27,1920.24,hind foot length,50.0
436,MVZ 27512,36.826074,-118.214801,0.03,NAD27,1188.72,hind foot length,
437,MVZ 27514,36.58766,-117.465934,1.609,NAD27,1981.2,hind foot length,65.0
438,MVZ 27515,36.58766,-117.465934,1.609,NAD27,1889.76,hind foot length,53.0
439,MVZ 27872,37.872653799999995,-122.24106,0.80467,NAD27,,hind foot length,54.0
440,MVZ 27929,37.8737229,-122.253169,0.152,NAD27,,hind foot length,60.0
441,MVZ 27959,39.575337899999994,-120.34680300000001,0.1561,NAD27,1524.0,hind foot length,
442,MVZ 28023,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,hind foot length,58.0
443,MVZ 28024,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,hind foot length,53.0
444,MVZ 28025,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,hind foot length,58.0
445,MVZ 28658,35.9478,-117.9011,1.0,NAD27,944.88,hind foot length,
446,MVZ 28663,35.905054,-119.278572,0.402,NAD27,,hind foot length,61.0
447,MVZ 28665,36.7388,-119.9531,4.828,NAD27,,hind foot length,
448,MVZ 29145,36.133317,-120.74753899999999,3.219,NAD27,449.58000000000004,hind foot length,55.0
449,MVZ 29374,36.620269,-121.82224599999999,0.16089,NAD27,,hind foot length,
450,MVZ 29375,36.60922,-121.83560700000001,0.80467,NAD27,,hind foot length,58.0
451,MVZ 29898,41.73066,-122.64055,7.809,NAD27,,hind foot length,51.0
452,MVZ 29915,39.7662652,-121.78823899999999,7.093999999999999,NAD27,,hind foot length,60.0
453,MVZ 29916,39.606455600000004,-121.67523500000001,9.611,NAD27,,hind foot length,54.0
454,MVZ 29917,39.4679347,-121.64929199999999,0.0933,NAD27,,hind foot length,59.0
455,MVZ 31304,33.8283609,-116.533406,1.0668,NAD27,,hind foot length,
456,MVZ 3148,32.64,-116.78,1.0,NAD27,,hind foot length,52.0
457,MVZ 3157,32.715,-117.156,1.0,NAD27,,hind foot length,
458,MVZ 3158,32.7,-117.24600000000001,1.0,NAD27,,hind foot length,
459,MVZ 3172,33.07,-116.6,1.0,NAD27,,hind foot length,
460,MVZ 32380,38.828696,-119.78573700000001,0.80467,NAD27,1554.48,hind foot length,53.0
461,MVZ 3441,36.59962,-121.897474,1.609,NAD27,,hind foot length,61.0
462,MVZ 34504,40.190526899999995,-122.236143,3.647,NAD27,91.44,hind foot length,
463,MVZ 34505,40.190526899999995,-122.236143,3.647,NAD27,91.44,hind foot length,
464,MVZ 34506,40.315262700000005,-122.069149,0.425,NAD27,182.88,hind foot length,62.0
465,MVZ 34507,40.315262700000005,-122.069149,0.425,NAD27,182.88,hind foot length,58.0
466,MVZ 34508,40.315262700000005,-122.069149,0.425,NAD27,182.88,hind foot length,53.0
467,MVZ 34509,40.315262700000005,-122.069149,0.425,NAD27,182.88,hind foot length,57.0
468,MVZ 34510,40.315262700000005,-122.069149,0.425,NAD27,182.88,hind foot length,54.0
469,MVZ 34511,40.315262700000005,-122.069149,0.425,NAD27,182.88,hind foot length,57.0
470,MVZ 36612,40.394887,-123.015054,1.109,NAD27,1341.1200000000001,hind foot length,55.0
471,MVZ 3939,34.441,-119.26,1.0,NAD27,,hind foot length,
472,MVZ 3941,34.2780872,-119.27753899999999,2.414,NAD27,,hind foot length,
473,MVZ 4096,37.435739,-122.131845,6.437,NAD27,,hind foot length,
474,MVZ 44243,40.6096034,-123.55740800000001,5.646,NAD27,1676.4,hind foot length,61.0
475,MVZ 5034,37.724039000000005,-122.45598700000001,0.80467,NAD27,,hind foot length,61.0
476,MVZ 51418,35.1939609,-119.29954,1.609,NAD27,88.39200000000001,hind foot length,57.0
477,MVZ 51419,35.1939609,-119.29954,1.609,NAD27,88.39200000000001,hind foot length,59.0
478,MVZ 55033,36.7055,-119.0741,1.207,NAD27,883.9200000000001,hind foot length,60.0
479,MVZ 56873,40.416340000000005,-123.43064,2.7710000000000004,NAD27,1127.76,hind foot length,55.0
480,MVZ 56874,40.4163424,-123.41168600000002,0.446,NAD27,609.6,hind foot length,60.0
481,MVZ 58876,40.8748542,-123.731703,4.921,NAD27,1493.52,hind foot length,58.0
482,MVZ 59727,40.1656161,-122.80035,0.09495,NAD27,1097.28,hind foot length,
483,MVZ 59728,40.1656161,-122.80035,0.09495,NAD27,1097.28,hind foot length,
484,MVZ 59729,40.1656161,-122.80035,0.09495,NAD27,1097.28,hind foot length,
485,MVZ 59730,40.1656161,-122.80035,0.09495,NAD27,1097.28,hind foot length,
486,MVZ 59974,35.427710600000005,-118.49432,1.609,NAD27,1188.72,hind foot length,55.0
487,MVZ 6380,34.8760033,-118.89392,1.609,NAD27,,hind foot length,58.0
488,MVZ 64981,36.065444,-117.51506299999998,0.03,NAD27,1744.98,hind foot length,
489,MVZ 64982,36.065794,-117.522775,0.03,NAD27,1748.028,hind foot length,
490,MVZ 64983,36.075254,-117.516499,0.03,NAD27,1744.98,hind foot length,
491,MVZ 65442,41.3814079,-122.374183,4.197,NAD27,1219.2,hind foot length,58.0
492,MVZ 65608,36.370134,-121.75093799999999,0.3219,NAD27,1066.8,hind foot length,51.0
493,MVZ 66427,35.14612,-119.4559,3.3,NAD27,274.32,hind foot length,
494,MVZ 69099,41.9262514,-124.11233600000001,1.8219999999999998,NAD27,,hind foot length,60.0
495,MVZ 69101,41.910649400000004,-122.925881,0.624,NAD27,1828.8000000000002,hind foot length,58.0
496,MVZ 69103,41.755840299999996,-122.26858200000001,2.4930000000000003,NAD27,1097.28,hind foot length,55.0
497,MVZ 69104,41.445363799999996,-122.45148700000001,4.635,NAD27,883.9200000000001,hind foot length,57.0
498,MVZ 69105,41.4716,-122.4662,1.239,not recorded,838.2,hind foot length,61.0
499,MVZ 72535,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,hind foot length,51.0
500,MVZ 72536,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,hind foot length,53.0
501,MVZ 72537,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,hind foot length,54.0
502,MVZ 72540,36.4443,-120.6724,1.0,NAD27,579.12,hind foot length,51.0
503,MVZ 74393,39.6501448,-121.601151,0.539,NAD27,,hind foot length,
504,MVZ 74395,39.6474268,-121.61882299999999,1.9875,NAD27,,hind foot length,
505,MVZ 74396,39.650182,-121.587827,0.539,NAD27,,hind foot length,
506,MVZ 77047,34.056,-117.182,1.0,NAD27,,hind foot length,61.0
507,MVZ 84338,33.9329862,-116.929282,1.3716,NAD27,685.8000000000001,hind foot length,
508,MVZ 85015,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,hind foot length,
509,MVZ 85016,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,hind foot length,
510,MVZ 85018,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,hind foot length,
511,MVZ 85019,33.955290399999996,-116.92919599999999,1.609,NAD27,822.96,hind foot length,
512,MVZ 85020,33.9402674,-116.90213999999999,1.609,NAD27,792.48,hind foot length,
513,MVZ 85021,33.9099521,-116.593253,0.785,NAD27,274.32,hind foot length,
514,MVZ 87972,37.6378422,-121.575969,2.211,NAD27,76.2,hind foot length,53.0
515,MVZ 88567,38.2500657,-122.36163300000001,3.9799,NAD27,60.96,hind foot length,61.0
516,MVZ 89625,33.9400561,-116.91905200000001,1.0668,NAD27,822.96,hind foot length,50.0
517,MVZ 89626,33.893102,-116.791225,0.762,NAD27,518.1600000000001,hind foot length,
518,MVZ 89627,33.893102,-116.791225,0.762,NAD27,518.1600000000001,hind foot length,
519,MVZ 90065,33.883,-116.615,1.0,NAD27,365.76,hind foot length,
520,MVZ 90651,33.9148653,-116.793425,0.3048,NAD27,548.64,hind foot length,
521,MVZ 95402,40.56728,-124.1438,4.149,NAD27,,hind foot length,60.0
522,MVZ 96424,41.1017824,-121.51933700000001,1.839,NAD27,1036.3200000000002,hind foot length,52.0
523,MVZ 98962,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,hind foot length,51.0
524,MVZ 98963,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,hind foot length,52.0
525,MVZ 98964,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,hind foot length,52.0
526,MVZ 98965,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,hind foot length,52.0
527,MVZ 98966,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,hind foot length,52.0
528,MVZ 98968,36.265,-118.0475,1.0,NAD27,1584.96,hind foot length,
529,MVZ 98969,36.227779999999996,-118.09050400000001,0.03,NAD27,2286.0,hind foot length,
530,MVZ 98972,36.265,-118.0475,1.0,NAD27,1584.96,hind foot length,
531,MVZ 99337,36.7875,-118.6604,2.42643,NAD27,1402.0800000000002,hind foot length,52.0
532,MVZ 99338,36.7875,-118.6604,2.42643,NAD27,1402.0800000000002,hind foot length,55.0
533,MVZ 99529,40.45807,-123.4568,2.93866,NAD27,1524.0,hind foot length,58.0
534,MVZ 99530,40.45807,-123.4568,2.93866,NAD27,1524.0,hind foot length,57.0
535,MVZ 99895,34.033609999999996,-117.04222,2.81796,NAD27,594.36,hind foot length,55.0
536,MVZ 99896,34.0172371,-117.182878,2.414,NAD27,579.12,hind foot length,
537,MVZ 99897,33.896,-117.054,1.0,NAD27,457.20000000000005,hind foot length,
538,MVZ 99900,33.965661,-117.006723,2.414,NAD27,731.52,hind foot length,
539,MVZ 99901,33.965661,-117.006723,2.414,NAD27,731.52,hind foot length,
540,MVZ 99902,33.965661,-117.006723,2.414,NAD27,731.52,hind foot length,
541,MVZ 99903,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,hind foot length,57.0
542,MVZ 99904,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,hind foot length,54.0
543,MVZ 99905,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,hind foot length,56.0
544,MVZ 99906,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,hind foot length,56.0
545,MVZ 99907,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,hind foot length,55.0
546,MVZ 99909,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,hind foot length,50.0
547,MVZ 99910,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,hind foot length,
548,MVZ 99911,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,hind foot length,
549,MVZ 99912,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,hind foot length,
550,MVZ 99913,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,55.0
551,MVZ 99914,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,54.0
552,MVZ 99915,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,59.0
553,MVZ 99916,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,56.0
554,MVZ 99917,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,53.0
555,MVZ 99918,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,58.0
556,MVZ 99919,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
557,MVZ 99920,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
558,MVZ 99922,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
559,MVZ 99923,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
560,MVZ 99924,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
561,MVZ 99926,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
562,MVZ 99927,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
563,MVZ 99928,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
564,MVZ 99929,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,hind foot length,
565,MVZ 99930,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,hind foot length,
566,MVZ 99931,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,hind foot length,
567,MVZ 99932,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,hind foot length,
568,MVZ 99933,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,hind foot length,
569,MVZ 99934,33.9251,-116.6814,1.0,NAD27,365.76,hind foot length,
570,MVZ 99935,33.9251,-116.6814,1.0,NAD27,365.76,hind foot length,
571,MVZ 99936,33.9251,-116.6814,1.0,NAD27,365.76,hind foot length,
572,MVZ 99937,33.9251,-116.6814,1.0,NAD27,365.76,hind foot length,
573,MVZ 99938,33.9251,-116.6814,1.0,NAD27,365.76,hind foot length,
574,MVZ 99940,33.8776859,-116.62166100000002,1.609,NAD27,335.28000000000003,hind foot length,
575,MVZ 99941,33.8776859,-116.62166100000002,1.609,NAD27,335.28000000000003,hind foot length,
576,MVZ 100739,36.458729999999996,-121.23423000000001,0.16089,NAD27,457.20000000000005,tail length,162.0
577,MVZ 100740,35.328303999999996,-119.84525,4.023,NAD27,822.96,tail length,152.0
578,MVZ 101240,37.8505216,-122.536923,1.556,NAD27,,tail length,170.0
579,MVZ 101332,38.107070799999995,-122.841182,0.65,NAD27,,tail length,169.0
580,MVZ 101333,38.1192781,-122.821322,2.1758,NAD27,45.72,tail length,166.0
581,MVZ 101334,38.1192781,-122.821322,2.1758,NAD27,45.72,tail length,196.0
582,MVZ 101335,38.1192781,-122.821322,2.1758,NAD27,45.72,tail length,198.0
583,MVZ 101336,38.1192781,-122.821322,2.1758,NAD27,45.72,tail length,173.0
584,MVZ 102298,37.6365633,-121.558508,2.211,NAD27,,tail length,142.0
585,MVZ 104957,34.037490000000005,-116.257,0.0354,NAD27,1371.6000000000001,tail length,
586,MVZ 105370,38.414077,-119.166325,0.03,NAD27,1828.8000000000002,tail length,170.0
587,MVZ 105801,40.65889,-123.21806000000001,0.69616,NAD27,1828.8000000000002,tail length,208.0
588,MVZ 105802,40.61736,-123.49373,4.414,NAD27,365.76,tail length,182.0
589,MVZ 107351,40.046623,-121.14513500000001,0.06096,NAD27,1173.48,tail length,
590,MVZ 108091,36.31007,-121.56788999999999,0.80467,NAD27,1524.0,tail length,143.0
591,MVZ 108092,36.2961,-121.5667,1.0,NAD27,1371.6000000000001,tail length,157.0
592,MVZ 108095,36.073785,-121.324546,0.80467,NAD27,457.20000000000005,tail length,143.0
593,MVZ 108096,36.073785,-121.324546,0.80467,NAD27,457.20000000000005,tail length,168.0
594,MVZ 108097,36.073785,-121.324546,0.80467,NAD27,457.20000000000005,tail length,175.0
595,MVZ 10994,41.7998952,-120.328223,1.169993,NAD27,1524.0,tail length,188.0
596,MVZ 10995,41.7998952,-120.328223,1.169993,NAD27,1524.0,tail length,160.0
597,MVZ 10996,41.7998952,-120.328223,1.169993,NAD27,1524.0,tail length,185.0
598,MVZ 10997,41.436398100000005,-120.344282,3.4697,NAD27,1676.4,tail length,185.0
599,MVZ 10998,41.436398100000005,-120.344282,3.4697,NAD27,1676.4,tail length,212.0
600,MVZ 10999,41.436398100000005,-120.344282,3.4697,NAD27,1676.4,tail length,192.0
601,MVZ 11000,41.508256700000004,-120.200876,2.144,NAD27,1524.0,tail length,186.0
602,MVZ 113078,41.1604001,-124.132365,0.988,NAD27,,tail length,184.0
603,MVZ 11399,40.60969,-124.2623,4.545,NAD27,,tail length,683.0
604,MVZ 113993,34.0304563,-116.30385700000001,1.609,NAD27,1524.0,tail length,
605,MVZ 113994,34.0304563,-116.30385700000001,1.609,NAD27,1524.0,tail length,
606,MVZ 11400,40.5216,-124.0327,1.1520000000000001,NAD27,,tail length,197.0
607,MVZ 11886,38.9026797,-120.061399,3.0210000000000004,NAD27,,tail length,
608,MVZ 119042,37.983072,-120.38110800000001,0.03,NAD27,609.6,tail length,186.0
609,MVZ 121894,40.201986,-121.228385,1.609,NAD27,1310.64,tail length,182.0
610,MVZ 122546,41.307572,-122.328516,0.195,NAD27,1048.512,tail length,189.0
611,MVZ 122547,41.307572,-122.328516,0.195,NAD27,1048.512,tail length,187.0
612,MVZ 125666,34.086999999999996,-118.473699,0.1,NAD27,91.44,tail length,160.0
613,MVZ 125668,34.086999999999996,-118.473699,0.1,NAD27,91.44,tail length,152.0
614,MVZ 125669,34.086999999999996,-118.473699,0.1,NAD27,91.44,tail length,141.0
615,MVZ 128574,34.2523521,-117.07696200000001,1.349,NAD27,1981.2,tail length,
616,MVZ 128575,38.151055,-120.01367900000001,8.0467,NAD27,1828.8000000000002,tail length,
617,MVZ 13022,41.3783019,-122.825497,2.5878,NAD27,,tail length,184.0
618,MVZ 13027,41.2275573,-122.38205900000001,0.415,NAD27,1656.2832,tail length,178.0
619,MVZ 13028,41.2275573,-122.38205900000001,0.415,NAD27,1656.2832,tail length,180.0
620,MVZ 132595,39.490667200000004,-122.688926,4.09,NAD27,426.72,tail length,164.0
621,MVZ 132596,39.5128001,-123.079466,0.043,NAD27,1676.4,tail length,
622,MVZ 13855,37.630297,-121.51368799999999,3.219,NAD27,,tail length,165.0
623,MVZ 13856,36.95177,-119.692108,1.207,NAD27,,tail length,165.0
624,MVZ 13857,37.217068,-119.90473200000001,0.80467,NAD27,286.512,tail length,170.0
625,MVZ 13858,37.217068,-119.90473200000001,0.80467,NAD27,286.512,tail length,190.0
